title,review,review_date,travel_date,airline,rate
Average experience nothing over the expectation,"Traveled twice in 2 months. Went to Chittagong from Bangkok in December & returned in January. I have flown with the airline in the domestic routes couple of times in the past. First time I have flown in an international route due to the fact that other than Thai Smile only Regent operates direct flights to CGP (Chittagong) from Bangkok. Flight to Chittagong was pretty decent. There was a delay at the runway, only because there were too many flights waiting to take-off. The 737-700 aircraft was in a pretty good condition from it's outlook. Inside it was somewhat hot. The aircon was unable to provide enough coolness. People were sweating on their seat as the plane waited in the queue to take-off. However, the cabin crew assured us that the aircon will be fine as soon we get airborne! Seats were pretty comfy but not much legroom. You can't expect to have ample legroom in a 737. Liked the interior. Just requires some attention to cleanliness but nothing big.Take-off and landing was smooth. Traditional Bangladeshi food was provided. One thing I have noticed in my both flights, the male flight attendants do not smile at all. Especially for one them I felt like he hates his job! This obviously gave me a bad impression about their cabin service. Out of 4 cabin crew I came to see in my both flights, only one smiled and tried to give a good service. It's not just me, even my wife felt the same. No inflight entertainment. I wouldn't mind as this was just about 2 hours flight. Return flight experience was also pretty much same except the ground service we received is below standard. We had to walk to the Tarmac carrying our hand luggage and there were no lifts in Shah Amanat International Airport to go down to the tarmac from the waiting area at the 1st floor. We had to take the stairs and we had an old lady walking in front us who was struggling to walk down the stair case. No help offered to her from Regent whatsoever. As it was a narrow staircase it took her good 5 minutes to walk down the staircase and people were lining behind her. Felt sorry for her trouble. Same aircon problem in the return flight and food scrap found in the fold up meal tray. To our surprise ""Nasi Goreng"" was provided in meal! While landing at Bangkok, seems like the pilot was in rush to land. Took several sharp turns and the landing was hard. I wouldn't mind flying with Regent again but the attitude of the cabin crew does gives a negative impression. If you want to compete with the other airlines in the region you must improve your cabin service and bring the international standard. I would recommend to fly with Regent but don't expect too much as this is a small airline still trying to strengthen it's feet in the industry.","Reviewed March 18, 2018 ",Date of travel: December 2017,Regent_Airways,3 of 5 bubbles
Comfortable.,Their service are so good.But have to improve their food quality.Their staff are also so friendly & helpful.Best flight for chittagong to Kolkata and vice versa.,"Reviewed March 18, 2018 ",Date of travel: March 2018,Regent_Airways,4 of 5 bubbles
"For a first-time traveller, pretty good!","I flew Regent for my first trip to Bangladesh, from Chittagong to Dhaka. Seeing as it was the most efficient and (being a solo female traveller), safest way to get back to the capital, I booked a flight despite some initial reservations. I had a better than expected experience - the seats were comfortable, the flight was smooth and everything really went as planned. One tip for anyone travelling this route - try to travel light as you'll have to walk on the tarmac to get to the plane and climb up. Food-wise, I requested vegetarian food, but didn't get that. So please, any travellers intending to fly domestically, ensure that you have something to eat before flying. Will definitely recommend Regent for a positive experience and am looking forward to my next trip.","Reviewed March 17, 2018 ",Date of travel: January 2018,Regent_Airways,4 of 5 bubbles
Great alternative to larger air carriers,"As a frequent flyer, I was anxious to see what this small airline and regional airport could offer and was not disappointed. Flight was on time, airport TSA and airline personnel were accommodating and friendly. A no frills, but more than adequate, alternative to the larger, commercial carriers and the international (significantly more hectic) airports. Will definitely be flying this route with Regent Airlines again.","Reviewed March 10, 2018 ",Date of travel: February 2018,Regent_Airways,5 of 5 bubbles
Scope of improvement,They can provide shuttle service from CGP to Chittagong city like other airlines providing in the airport.,"Reviewed March 7, 2018 ",Date of travel: January 2018,Regent_Airways,4 of 5 bubbles
Didn't conclude good or bad experience,Usually I travel by Regent airways for Dhaka-Kolkata route. They always try to provided good service sometimes not because of the system like delay landing but thy do not forgot to apology. BTW last time i keep my powerbank in my luggage and they keep it in kolkata. I am sorry to say they didn't announce anything like that or it may be my mistake. After 2 days i got my luggage after facing lots of unexpected question. But the interesting part is that when i opened my luggage at home i got an unknown thing looks like inhaler or something in the luggage. Then i called Regent again and they apologize again to keep others packet in my luggage. This is actually called harassment. I including my family members was disappointed very much.,"Reviewed March 3, 2018 ",Date of travel: October 2017,Regent_Airways,3 of 5 bubbles
One of the best domestic travel experience,We travelled via regent airways in Dhaka Kolkata route in numerous ocassion ... and this time used their service for Dhaka Coxs Bazar route.. Flawless as usual.. excellent timings..very professional...Highly recommended,"Reviewed March 3, 2018 ",Date of travel: March 2018,Regent_Airways,5 of 5 bubbles
Helpful,Usually I travel by Regent airways for Dhaka-Kolkata route. They have provided me with very good service till now. Normally my luggages weight exceed moat of the time and they consider it only when it doesn't exceed too much and do not charge me extra.,"Reviewed February 10, 2018 ",Date of travel: January 2018,Regent_Airways,5 of 5 bubbles
Surprisingly good for a small Bangladeshi airline,I flew in a nice new Boeing 737-800 that was part of a small fleet. Everything on the flight was very good.Departure and arrival was smooth and on time.Food and drink was good and surprisingly generous for a short hop.,"Reviewed February 1, 2018 ",Date of travel: January 2018,Regent_Airways,4 of 5 bubbles
Good flight but service at gate in kolkata was not good,The 30 minute flight includes a snack service consisting of a snack box and a soft drink. Punctual landing and baggage on the belt within 10 minutes of landing. good flight overall.Check-in and Boarding service at gate in kolkata was not so good.,"Reviewed January 28, 2018 ",Date of travel: January 2018,Regent_Airways,4 of 5 bubbles
"Strong domestic connectivity. Poor facilities, food, on time performance.","This is a good choice if you're looking for an airline with strong domestic connectivity, especially on the Dhaka and Chittagong route. But then, all the other national carrier fly effeiciently on these routes. Pros: Umm to be honest, they just transport you.Cons: No inflight entertainment. Minimal and poor quality of refreshment. It suffers big time with on time performance. Cancellation and long delays are very normal.Leg room: AverageConclusion: If you're flying within Bangladesh, look to travel by Novo Air. Another thing I'd like to say that they're expanding. They are bringing in Boeing 737s and I hope with the expansion of fleet, they expand their management and it brings more professionalism overall.","Reviewed January 15, 2018 ",Date of travel: January 2018,Regent_Airways,3 of 5 bubbles
One of the best domestic Airlines!,"Regent Airways is a Bangladeshi airline based in Dhaka. They have both international and domestic flights. We availed their Dhaka-Cox’s Bazar- Dhaka flights. The aircraft was a Boeing 737, it was clean and comfortable for a short domestic flight. Ticket price was reasonable, food was good with good service. Flight attendants were also very good. Flight from Dhaka departed on time but during return to Dhaka was a bit delayed due to bad weather, otherwise it’s perfect. Both takeoff and landing were very good and smooth. This is one of the good airlines for the domestic travel.","Reviewed January 13, 2018 ",Date of travel: December 2017,Regent_Airways,4 of 5 bubbles
Crisp & Efficient,"Flight was smooth. Fairly good ground handling, considering space challenges at Dhaka Domestic Airport. In flight services were efficient.","Reviewed January 11, 2018 ",Date of travel: December 2017,Regent_Airways,4 of 5 bubbles
